instance,weight,satisfied_clauses,clauses,true_variables,variables,current_objective_history,best_objective_history
wuf20-0934.mwcnf,2006,63,71,20,21,[],[]
wuf20-0935.mwcnf,2255,68,71,20,21,[],[]
wuf20-0936.mwcnf,1635,63,71,19,21,[],[]
wuf20-0937.mwcnf,1316,62,71,18,21,[],[]
wuf20-0938.mwcnf,1807,61,71,19,21,[],[]
wuf20-0939.mwcnf,1474,59,71,19,21,[],[]
wuf20-094.mwcnf,1934,65,71,19,21,[],[]
wuf20-0940.mwcnf,1900,62,71,19,21,[],[]
wuf20-0941.mwcnf,1298,57,71,18,21,[],[]
wuf20-0942.mwcnf,1698,61,71,19,21,[],[]
wuf20-0943.mwcnf,1967,64,71,19,21,[],[]
wuf20-0944.mwcnf,1751,61,71,19,21,[],[]
wuf20-0945.mwcnf,1694,61,71,18,21,[],[]
wuf20-0946.mwcnf,1907,68,71,18,21,[],[]
wuf20-0947.mwcnf,1818,64,71,20,21,[],[]
wuf20-0948.mwcnf,2207,66,71,19,21,[],[]
wuf20-0949.mwcnf,1526,55,71,19,21,[],[]
wuf20-095.mwcnf,9798,64,71,18,21,[],[]
wuf20-0950.mwcnf,1704,58,71,19,21,[],[]
wuf20-0951.mwcnf,1615,58,71,19,21,[],[]
wuf20-0952.mwcnf,1578,60,71,19,21,[],[]
wuf20-0953.mwcnf,1683,60,71,19,21,[],[]
wuf20-0954.mwcnf,2176,68,71,19,21,[],[]
wuf20-0955.mwcnf,1987,64,71,18,21,[],[]
wuf20-0956.mwcnf,1483,60,71,18,21,[],[]
wuf20-0957.mwcnf,1851,59,71,19,21,[],[]
wuf20-0958.mwcnf,1675,57,71,19,21,[],[]
wuf20-0959.mwcnf,2047,61,71,19,21,[],[]
wuf20-096.mwcnf,11168,69,71,19,21,[],[]
wuf20-0960.mwcnf,10255,62,71,19,21,[],[]
wuf20-0961.mwcnf,6115,55,71,19,21,[],[]
wuf20-0962.mwcnf,8379,64,71,19,21,[],[]
wuf20-0963.mwcnf,8198,61,71,19,21,[],[]
wuf20-0964.mwcnf,9416,65,71,18,21,[],[]
wuf20-0965.mwcnf,8756,61,71,18,21,[],[]
wuf20-0966.mwcnf,9756,61,71,18,21,[],[]
wuf20-0967.mwcnf,10269,64,71,18,21,[],[]
wuf20-0968.mwcnf,7687,60,71,18,21,[],[]
wuf20-0969.mwcnf,9438,56,71,19,21,[],[]
wuf20-097.mwcnf,8327,55,71,19,21,[],[]
wuf20-0970.mwcnf,8477,55,71,19,21,[],[]
wuf20-0971.mwcnf,7343,60,71,19,21,[],[]
wuf20-0972.mwcnf,10972,65,71,18,21,[],[]
wuf20-0973.mwcnf,9637,59,71,18,21,[],[]
wuf20-0974.mwcnf,9545,66,71,19,21,[],[]
wuf20-0975.mwcnf,11822,66,71,19,21,[],[]
wuf20-0976.mwcnf,10081,60,71,19,21,[],[]
wuf20-0977.mwcnf,8816,62,71,18,21,[],[]
wuf20-0978.mwcnf,11711,65,71,19,21,[],[]
wuf20-0979.mwcnf,8287,54,71,19,21,[],[]
wuf20-098.mwcnf,9015,64,71,18,21,[],[]
wuf20-0980.mwcnf,8752,64,71,19,21,[],[]
wuf20-0981.mwcnf,8629,60,71,20,21,[],[]
wuf20-0982.mwcnf,7974,60,71,18,21,[],[]
wuf20-0983.mwcnf,9798,60,71,20,21,[],[]
wuf20-0984.mwcnf,10001,61,71,20,21,[],[]
wuf20-0985.mwcnf,12092,67,71,19,21,[],[]
wuf20-0986.mwcnf,7955,58,71,19,21,[],[]
wuf20-0987.mwcnf,10793,63,71,19,21,[],[]
wuf20-0988.mwcnf,8662,62,71,18,21,[],[]
wuf20-0989.mwcnf,8308,61,71,18,21,[],[]
wuf20-099.mwcnf,6641,57,71,18,21,[],[]
wuf20-0990.mwcnf,10365,63,71,19,21,[],[]
wuf20-0991.mwcnf,9056,60,71,18,21,[],[]
wuf20-0992.mwcnf,7944,60,71,19,21,[],[]
wuf20-0993.mwcnf,10551,64,71,18,21,[],[]
wuf20-0994.mwcnf,8740,62,71,18,21,[],[]
wuf20-0995.mwcnf,10218,67,71,18,21,[],[]
wuf20-0996.mwcnf,10012,63,71,19,21,[],[]
wuf20-0997.mwcnf,8840,55,71,19,21,[],[]
wuf20-0998.mwcnf,10332,61,71,20,21,[],[]
wuf20-0999.mwcnf,11636,65,71,20,21,[],[]
